domain,key,context,locale,source_text,expected_text,human_reviewed,allow_source_match,text
user,role.delete_confirm,,hu-HU,"Are you sure you want to delete this role and all its children?","Biztosan törölni szeretnéd ezt a szerepet és minden al-szerepét?",0,0,"Biztosan törölni szeretnéd ezt a szerepet és minden al-szerepét?"
user,role.delete_error,,hu-HU,"Error: Unable to delete role(s)!","Hiba: Nem sikerült törölni a szerep(eke)t!",0,0,"Hiba: Nem sikerült törölni a szerep(eke)t!"
user,role.delete_failed,,hu-HU,"Delete failed","A törlés sikertelen",0,0,"A törlés sikertelen"
user,role.deleted,,hu-HU,"Role deleted!<br><i>{title}</i>","Szerep törölve!<br><i>{title}</i>",0,0,"Szerep törölve!<br><i>{title}</i>"
user,role.deleted_multiple,,hu-HU,"Roles deleted!<br><i>{titles}</i><br><i>({count} total)</i>","Szerepek törölve!<br><i>{titles}</i><br><i>({count} összesen)</i>",0,0,"Szerepek törölve!<br><i>{titles}</i><br><i>({count} összesen)</i>"
user,role.error_save,,hu-HU,"Error: Unable to save role","Hiba: Nem sikerült menteni a szerepet",0,0,"Hiba: Nem sikerült menteni a szerepet"
user,role.field.description,,hu-HU,Description,Leírás,0,0,Leírás
user,role.field.description.explanation,,hu-HU,"Purpose of the role","A szerep céljának leírása",0,0,"A szerep céljának leírása"
user,role.field.role,,hu-HU,Role,Szerep,0,0,Szerep
user,role.field.role.explanation,,hu-HU,"System-level name. 32 characters maximum","Rendszeren belüli neve. Maximum 32 karakter.",0,0,"Rendszeren belüli neve. Maximum 32 karakter."
user,role.field.title,,hu-HU,"Display name",Megnevezés,0,0,Megnevezés
user,role.field.title.explanation,,hu-HU,"Role display name. 255 characters maximum","A szerep megnevezése. Maximum 255 karakter.",0,0,"A szerep megnevezése. Maximum 255 karakter."
user,role.help_create,,hu-HU,"Create a hierarchical structure of roles.","Hozd létre a felhasználói szerepek hierarchikus szerkezetét.",0,0,"Hozd létre a felhasználói szerepek hierarchikus szerkezetét."
user,role.help_move,,hu-HU,"Drag and drop to move roles under a different parent.","Húzással áthelyezheted a szerepeket másik szerep alá.",0,0,"Húzással áthelyezheted a szerepeket másik szerep alá."
user,role.invalid_type,,hu-HU,"Unknown role type: {type}","Ismeretlen szerep típus: {type}",0,0,"Ismeretlen szerep típus: {type}"
user,role.move_error,,hu-HU,"Error: Unable to move role!","Hiba történt az áthelyezés közben!",0,0,"Hiba történt az áthelyezés közben!"
user,role.move_success,,hu-HU,"Role moved!<br><i>({title})</i>","Sikeres áthelyezés!<br><i>({title})</i>",0,0,"Sikeres áthelyezés!<br><i>({title})</i>"
user,role.new,,hu-HU,"New role","Új szerep",0,0,"Új szerep"
user,role.new_child,,hu-HU,"New child role","Új al-szerep",0,0,"Új al-szerep"
user,role.not_found,,hu-HU,"Role not found: {id}","A szerep nem található: {id}",0,0,"A szerep nem található: {id}"
user,role.saved,,hu-HU,"Role saved","Szerep mentve",0,0,"Szerep mentve"
user,role.title_create,,hu-HU,"New role","Új szerep",0,0,"Új szerep"
user,role.title_edit,,hu-HU,"Edit role","Szerep módosítása",0,0,"Szerep módosítása"
user,role.updated,,hu-HU,"Role updated","Szerep módosítva",0,0,"Szerep módosítva"
user,role.validation.role_invalid_chars,,hu-HU,"Role name can only contain letters without accents and underscores","A szerep neve csak ékezet nélküli betűket és aláhúzásjelet tartalmazhat",0,0,"A szerep neve csak ékezet nélküli betűket és aláhúzásjelet tartalmazhat"
user,role.validation.role_max_length,,hu-HU,"Role name must be 32 characters or fewer","A szerep neve maximum 32 karakter lehet",0,0,"A szerep neve maximum 32 karakter lehet"
user,role.validation.title_max_length,,hu-HU,"Display name must be 255 characters or fewer","A megnevezés maximum 255 karakter lehet",0,0,"A megnevezés maximum 255 karakter lehet"
user,saved,,hu-HU,"User saved","Felhasználó mentve",0,0,"Felhasználó mentve"
user,signup.button,,hu-HU,"Sign up",Regisztráció,0,0,Regisztráció
user,signup.error_password_min_length,,hu-HU,"Password must be at least 6 characters long","A jelszónak legalább 6 karakterből kell állnia",0,0,"A jelszónak legalább 6 karakterből kell állnia"
user,signup.error_username_required,,hu-HU,"You must specify a username","Meg kell adnod egy felhasználónevet",0,0,"Meg kell adnod egy felhasználónevet"
user,signup.error_username_taken,,hu-HU,"Username already taken. Please choose another","Ez a felhasználónév már foglalt. Válassz másikat",0,0,"Ez a felhasználónév már foglalt. Válassz másikat"
user,signup.title,,hu-HU,Register,Regisztráció,0,0,Regisztráció
user,updated,,hu-HU,"User updated","Felhasználó módosítva",0,0,"Felhasználó módosítva"
user,usergroup_assignment.added,,hu-HU,"User assigned to group:<br>{group} -> {user}","Sikeres felhasználó hozzárendelés:<br>{group} -> {user}",0,0,"Sikeres felhasználó hozzárendelés:<br>{group} -> {user}"
user,usergroup_assignment.error_add,,hu-HU,"Error: Unable to assign user to group:<br>{group} -> {user}","Ismeretlen hiba a hozzárendelésben:<br>{group} -> {user}",0,0,"Ismeretlen hiba a hozzárendelésben:<br>{group} -> {user}"
user,usergroup_assignment.error_add_generic,,hu-HU,"Error: Unable to assign user to group.","Ismeretlen hiba a hozzárendelésben.",0,0,"Ismeretlen hiba a hozzárendelésben."
user,usergroup_assignment.error_remove,,hu-HU,"Error: Unable to remove user from group:<br>{group} -> {user}","Ismeretlen hiba a hozzárendelés törlésben:<br>{group} -> {user}",0,0,"Ismeretlen hiba a hozzárendelés törlésben:<br>{group} -> {user}"
user,usergroup_assignment.error_remove_generic,,hu-HU,"Error: Unable to remove user from group.","Ismeretlen hiba a hozzárendelés törlésben.",0,0,"Ismeretlen hiba a hozzárendelés törlésben."
user,usergroup_assignment.removed,,hu-HU,"User assignment removed:<br>{group} -> {user}","Sikeres felhasználó hozzárendelés törlés:<br>{group} -> {user}",0,0,"Sikeres felhasználó hozzárendelés törlés:<br>{group} -> {user}"
user,usergroup_selector.available_usergroups,,hu-HU,"Available usergroups","Elérhető felhasználói csoportok",0,0,"Elérhető felhasználói csoportok"
user,usergroup_selector.help,,hu-HU,"Check usergroups to assign the user to them. Uncheck to remove the user from a usergroup.","Jelöld be a felhasználói csoportokat a hozzárendeléshez. A jelölés megszüntetésével a felhasználó kikerül a csoportból.",0,0,"Jelöld be a felhasználói csoportokat a hozzárendeléshez. A jelölés megszüntetésével a felhasználó kikerül a csoportból."
user,usergroup_selector.title,,hu-HU,"Usergroup assignment","Felhasználói csoport hozzárendelés",0,0,"Felhasználói csoport hozzárendelés"
user,usergroup.all,,hu-HU,"User groups","Felhasználói csoportok",0,0,"Felhasználói csoportok"
user,usergroup.delete_confirm,,hu-HU,"Are you sure you want to delete this user group and all its children?","Biztosan törölni szeretnéd ezt a felhasználói csoportot és minden alcsoportját?",0,0,"Biztosan törölni szeretnéd ezt a felhasználói csoportot és minden alcsoportját?"
user,usergroup.delete_error,,hu-HU,"Error: Unable to delete user group(s)!","Hiba: Nem sikerült törölni a felhasználói csoport(ok)at!",0,0,"Hiba: Nem sikerült törölni a felhasználói csoport(ok)at!"
user,usergroup.delete_failed,,hu-HU,"Delete failed","A törlés sikertelen",0,0,"A törlés sikertelen"
user,usergroup.deleted,,hu-HU,"User group deleted!<br><i>{title}</i>","Felhasználói csoport törölve!<br><i>{title}</i>",0,0,"Felhasználói csoport törölve!<br><i>{title}</i>"
user,usergroup.deleted_multiple,,hu-HU,"User groups deleted!<br><i>{titles}</i><br><i>({count} total)</i>","Felhasználói csoportok törölve!<br><i>{titles}</i><br><i>({count} összesen)</i>",0,0,"Felhasználói csoportok törölve!<br><i>{titles}</i><br><i>({count} összesen)</i>"
user,usergroup.error_save,,hu-HU,"Error: Unable to save user group","Hiba: Nem sikerült menteni a felhasználói csoportot",0,0,"Hiba: Nem sikerült menteni a felhasználói csoportot"
user,usergroup.field.description,,hu-HU,Description,Leírás,0,0,Leírás
user,usergroup.field.description.explanation,,hu-HU,"Purpose of the user group","A felhasználói csoport céljának leírása",0,0,"A felhasználói csoport céljának leírása"
user,usergroup.field.is_system_group,,hu-HU,"System group","Rendszer csoport",0,0,"Rendszer csoport"
user,usergroup.field.is_system_group.explanation,,hu-HU,"Examples: Everyone, Registered users","Például: Mindenki, Regisztrált felhasználók",0,0,"Például: Mindenki, Regisztrált felhasználók"
user,usergroup.field.title,,hu-HU,"Display name",Megnevezés,0,0,Megnevezés
user,usergroup.field.title.explanation,,hu-HU,"User group name. 255 characters maximum","A felhasználói csoport neve. Maximum 255 karakter.",0,0,"A felhasználói csoport neve. Maximum 255 karakter."
user,usergroup.help_create,,hu-HU,"Create a hierarchical structure of user groups.","Hozd létre a felhasználói csoportok hierarchikus szerkezetét.",0,0,"Hozd létre a felhasználói csoportok hierarchikus szerkezetét."
user,usergroup.help_move,,hu-HU,"Drag and drop to move groups under a different parent.","Húzással áthelyezheted a csoportokat másik csoport alá.",0,0,"Húzással áthelyezheted a csoportokat másik csoport alá."
user,usergroup.move_error,,hu-HU,"Error: Unable to move user group!","Hiba történt az áthelyezés közben!",0,0,"Hiba történt az áthelyezés közben!"
user,usergroup.move_success,,hu-HU,"User group moved!<br><i>({title})</i>","Sikeres áthelyezés!<br><i>({title})</i>",0,0,"Sikeres áthelyezés!<br><i>({title})</i>"
user,usergroup.new,,hu-HU,"New user group","Új felhasználói csoport",0,0,"Új felhasználói csoport"
user,usergroup.new_child,,hu-HU,"New child group","Új alcsoport",0,0,"Új alcsoport"
user,usergroup.not_found,,hu-HU,"User group not found: {id}","A felhasználói csoport nem található: {id}",0,0,"A felhasználói csoport nem található: {id}"
user,usergroup.roles,,hu-HU,Roles,Szerepek,0,0,Szerepek
user,usergroup.saved,,hu-HU,"User group saved","Felhasználói csoport mentve",0,0,"Felhasználói csoport mentve"
user,usergroup.system_managed_help,,hu-HU,"System-managed group. Use CLI commands to manage (radaptor usergroup:*).","Rendszer által kezelt csoport. A kezeléshez CLI parancsokat használj (radaptor usergroup:*).",0,0,"Rendszer által kezelt csoport. A kezeléshez CLI parancsokat használj (radaptor usergroup:*)."
user,usergroup.title_create,,hu-HU,"New user group","Új felhasználói csoport",0,0,"Új felhasználói csoport"
user,usergroup.title_edit,,hu-HU,"Edit user group","Felhasználói csoport módosítása",0,0,"Felhasználói csoport módosítása"
user,usergroup.updated,,hu-HU,"User group updated","Felhasználói csoport módosítva",0,0,"Felhasználói csoport módosítva"
user,usergroup.validation.title_max_length,,hu-HU,"Display name must be 255 characters or fewer","A megnevezés maximum 255 karakter lehet",0,0,"A megnevezés maximum 255 karakter lehet"
user,validation.password_max_length,,hu-HU,"Password must be 255 characters or fewer","A jelszó maximum 255 karakter lehet",0,0,"A jelszó maximum 255 karakter lehet"
user,validation.password_mismatch,,hu-HU,"Passwords do not match","A jelszavak nem egyeznek",0,0,"A jelszavak nem egyeznek"
user,validation.password_required,,hu-HU,"Password is required","A jelszó kötelező",0,0,"A jelszó kötelező"
user,validation.timezone_invalid,,hu-HU,"Invalid timezone. Use an IANA name (e.g. Europe/Budapest).","Érvénytelen időzóna. IANA nevet használj (például Europe/Budapest).",0,0,"Érvénytelen időzóna. IANA nevet használj (például Europe/Budapest)."
user,validation.username_max_length,,hu-HU,"Username must be 32 characters or fewer","A felhasználónév maximum 32 karakter lehet",0,0,"A felhasználónév maximum 32 karakter lehet"
user,validation.username_taken,,hu-HU,"Username is already taken","Ez a felhasználónév már foglalt",0,0,"Ez a felhasználónév már foglalt"
user,locale.current_label,,hu-HU,"Current language","Jelenlegi nyelv",0,0,"Jelenlegi nyelv"
user,locale.invalid,,hu-HU,"Selected language is not available","A kiválasztott nyelv nem érhető el",0,0,"A kiválasztott nyelv nem érhető el"
user,locale.menu_label,,hu-HU,Language,Nyelv,0,0,Nyelv
user,locale.updated,,hu-HU,"Language updated","Nyelv frissítve",0,0,"Nyelv frissítve"
user,locale.home_missing,,hu-HU,"No home page is configured for the selected language; staying on the current page.","A kiválasztott nyelvhez nincs kezdőoldal beállítva; az aktuális oldalon maradunk.",0,0,"A kiválasztott nyelvhez nincs kezdőoldal beállítva; az aktuális oldalon maradunk."
